AAPL R735QTJ8XC9X,AAPL,523.47,8909613,4663915117,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,49.64,8801703,436916536,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,42.32,15981,676315,False,1,1
EEM SNQLASP67O85,EEM,41.48,50648490,2100899365,False,0.9185035,1
FB V6OIPNZEM8V9,FB,56.97,103959785,5922588951,False,1,1
GOOCV VP83T1ZUHROL,GOOG,538.16,4261575,2293409202,True,1,0.997307
GOOG T1AZ164W5VTX,GOOGL,540.64,3831660,2071548662,True,1,1
IBM R735QTJ8XC9X,IBM,194.48,6311620,1227483857,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,112.78,60806564,6857764287,False,0.945197,1
NB R735QTJ8XC9X,BAC,16.38,122889162,2012924473,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,85.57,75620540,6470849607,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,184.31,126836682,23377268859,False,0.9229577,1
USO THORT68ZZSYT,USO,36.28,1879849,68200921,False,1,1
UW R735QTJ8XC9X,WM,41.6,1920128,79877324,False,0.897608,1
